FAS OrgCode Name,FAS Budget Name,FAS Budget,Balancing Unit RefID,Cost Center RefID,Resource RefID,Fund RefID,Function RefID,Program RefID,Grant RefID,Stand-Alone Grant RefID,Gift RefID,,FAS Budget Status,FAS Budget Status Name,FAS Close to Budget,FAS Budget Type,FAS Budget Type Name,FAS Budget Class,FAS Budget Class Name,Conversion Row?,,Cost Center Name,,Program Name,,Stand-Alone Grant Name,Assignee RefID,Assignee Name,,Grant Name,,Gift Name,,Fund Name,Appropriation RefID,Appropriation Name,,Resource Name,,Function Name,Company RefID,Company Name,,Balancing Unit Name,linereference,Report Run Time
AQUATIC&FISHERY SCIENC,FISHING INDUSTRY GIFTS,658044,BU133,CC100949,RS100202,FD207,FN130,PG107261,,,GF121753,,1,Open to revenue and expenditures,      ,6,GIFTS & DISCRETIONARY,53,OTHER RESTRICTED GIFTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research Administration and Support,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Hilborn, R.",,,AS107514,"Hilborn, Ray (rayh)",,,,Fishing Industry Gift Fund,,Current Use Gift and Endowment Distribution Fund,,,,Current Use Restricted Gift Resource,,Academic Support,UW1861,University of Washington,,College of the Environment,6593,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,INSTITUTE FOR F&S TECH,658221,BU133,CC100949,RS100202,FD207,FN130,PG107286,,,GF124424,,1,Open to revenue and expenditures,      ,6,GIFTS & DISCRETIONARY,51,ENDOWMENT OPERATING,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research Administration and Support,,CoEnv | Aquatic and Fishery Sciences (SAFS)| Student Services,,,AS107611,"Scherer, Sam (iamsams)",,,,Institute for Food Science & Technology Endowment,,Current Use Gift and Endowment Distribution Fund,,,,Current Use Restricted Gift Resource,,Academic Support,UW1861,University of Washington,,College of the Environment,6809,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,INSTITUTE FOR F&S TECH,658221,BU133,CC100949,RS100202,FD207,FN130,PG117488,,,,,1,Open to revenue and expenditures,      ,6,GIFTS & DISCRETIONARY,51,ENDOWMENT OPERATING,No,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research Administration and Support,,CoEnv | Aquatic and Fishery Sciences (SAFS) |FOOD SCI & TECH - Aid Funds,,,,,,,,,,Current Use Gift and Endowment Distribution Fund,,,,Current Use Restricted Gift Resource,,Academic Support,UW1861,University of Washington,,College of the Environment,68986,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,IHN VIRUS IN STEELHEAD,658335,BU133,CC100950,RS100202,FD207,FN110,PG107299,,,GF121751,,1,Open to revenue and expenditures,      ,6,GIFTS & DISCRETIONARY,53,OTHER RESTRICTED GIFTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Naish, K.",,,AS105873,"Naish, Kerry (knaish)",,,,IHN Virus in Steelhead Research Fund,,Current Use Gift and Endowment Distribution Fund,,,,Current Use Restricted Gift Resource,,Research - Basic,UW1861,University of Washington,,College of the Environment,6908,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,GLOBAL FISH DATA BASE,658827,BU133,CC100949,RS100202,FD207,FN130,PG107261,,,GF121743,,1,Open to revenue and expenditures,      ,6,GIFTS & DISCRETIONARY,53,OTHER RESTRICTED GIFTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research Administration and Support,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Hilborn, R.",,,AS107514,"Hilborn, Ray (rayh)",,,,Global Fish Data Base,,Current Use Gift and Endowment Distribution Fund,,,,Current Use Restricted Gift Resource,,Academic Support,UW1861,University of Washington,,College of the Environment,6594,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,CHIGNIK FUND,658871,BU133,CC100949,RS100202,FD207,FN130,,,,GF118800,,1,Open to revenue and expenditures,      ,6,GIFTS & DISCRETIONARY,53,OTHER RESTRICTED GIFTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research Administration and Support,,,,,AS107514,"Hilborn, Ray (rayh)",,,,Chignik River Fund,,Current Use Gift and Endowment Distribution Fund,,,,Current Use Restricted Gift Resource,,Academic Support,UW1861,University of Washington,,College of the Environment,6686,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,SAFS STUDENT SUPPORT,658901,BU133,CC100949,RS100202,FD207,FN130,PG107287,,,GF133200,,1,Open to revenue and expenditures,      ,6,GIFTS & DISCRETIONARY,53,OTHER RESTRICTED GIFTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research Administration and Support,,CoEnv | Aquatic and Fishery Sciences (SAFS)| Student Support,,,AS105879,"Punt, Andre E (aepunt)",,,,School of Aquatic Fishery Science Student Support,,Current Use Gift and Endowment Distribution Fund,,,,Current Use Restricted Gift Resource,,Academic Support,UW1861,University of Washington,,College of the Environment,6847,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,IMPACTS OF TRAWLING,659062,BU133,CC100949,RS100202,FD207,FN130,PG107261,,,GF135242,,1,Open to revenue and expenditures,      ,6,GIFTS & DISCRETIONARY,53,OTHER RESTRICTED GIFTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research Administration and Support,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Hilborn, R.",,,AS107514,"Hilborn, Ray (rayh)",,,,Impacts of Trawling,,Current Use Gift and Endowment Distribution Fund,,,,Current Use Restricted Gift Resource,,Academic Support,UW1861,University of Washington,,College of the Environment,6595,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,COORDINATION/COOP FISH,659118,BU133,CC100949,RS100202,FD207,FN130,PG107261,,,GF121734,,1,Open to revenue and expenditures,      ,6,GIFTS & DISCRETIONARY,53,OTHER RESTRICTED GIFTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research Administration and Support,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Hilborn, R.",,,AS107514,"Hilborn, Ray (rayh)",,,,Coordination/Cooperation in Fisheries,,Current Use Gift and Endowment Distribution Fund,,,,Current Use Restricted Gift Resource,,Academic Support,UW1861,University of Washington,,College of the Environment,6596,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,CHEW ENDOWED PROFESSOR,659135,BU133,CC100948,RS100202,FD207,FN170,PG107281,,,GF118783,,1,Open to revenue and expenditures,      ,6,GIFTS & DISCRETIONARY,51,ENDOWMENT OPERATING,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Academic Operations,,CoEnv | Aquatic and Fishery Sciences (SAFS)| Endowment Operations,,,AS112849,"Foxworthy, Kenyon (kenyonf)",,,,Kenneth K. Chew Endowed Professorship in Aquaculture,,Current Use Gift and Endowment Distribution Fund,,,,Current Use Restricted Gift Resource,,Non-Research Scholarships and Fellowships,UW1861,University of Washington,,College of the Environment,6767,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,LANDOLT ENDOWED FUND,659141,BU133,CC100948,RS100202,FD207,FN170,PG107286,,,GF125779,,1,Open to revenue and expenditures,      ,6,GIFTS & DISCRETIONARY,51,ENDOWMENT OPERATING,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Academic Operations,,CoEnv | Aquatic and Fishery Sciences (SAFS)| Student Services,,,AS107611,"Scherer, Sam (iamsams)",,,,Marsha Landolt and Robert Busch Endowed Fund in Aquatic and Fishery Sciences,,Current Use Gift and Endowment Distribution Fund,,,,Current Use Restricted Gift Resource,,Non-Research Scholarships and Fellowships,UW1861,University of Washington,,College of the Environment,6810,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,LANDOLT ENDOWED FUND,659141,BU133,CC100948,RS100202,FD207,FN170,PG117586,,,,,1,Open to revenue and expenditures,      ,6,GIFTS & DISCRETIONARY,51,ENDOWMENT OPERATING,No,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Academic Operations,,CoEnv | Aquatic and Fishery Sciences (SAFS) | Landolt Endowed Fund - Aid Funds,,,,,,,,,,Current Use Gift and Endowment Distribution Fund,,,,Current Use Restricted Gift Resource,,Non-Research Scholarships and Fellowships,UW1861,University of Washington,,College of the Environment,68990,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,PAULEY ENDOW STD SUPP,659392,BU133,CC100948,RS100202,FD207,FN170,PG107281,,,GF129843,,1,Open to revenue and expenditures,      ,6,GIFTS & DISCRETIONARY,51,ENDOWMENT OPERATING,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Academic Operations,,CoEnv | Aquatic and Fishery Sciences (SAFS)| Endowment Operations,,,AS112849,"Foxworthy, Kenyon (kenyonf)",,,,Gilbert B. Pauley Endowed Student Support Fund,,Current Use Gift and Endowment Distribution Fund,,,,Current Use Restricted Gift Resource,,Non-Research Scholarships and Fellowships,UW1861,University of Washington,,College of the Environment,6768,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,WAKEFIELD ENDW PRO III,659399,BU133,CC100948,RS100202,FD207,FN170,PG107281,,,GF136323,,1,Open to revenue and expenditures,      ,6,GIFTS & DISCRETIONARY,51,ENDOWMENT OPERATING,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Academic Operations,,CoEnv | Aquatic and Fishery Sciences (SAFS)| Endowment Operations,,,AS112849,"Foxworthy, Kenyon (kenyonf)",,,,Lowell A. Wakefield Endowed Professorship in Ocean and Fishery Sciences,,Current Use Gift and Endowment Distribution Fund,,,,Current Use Restricted Gift Resource,,Non-Research Scholarships and Fellowships,UW1861,University of Washington,,College of the Environment,6769,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,ARMSTRONG STUDENT ENW,659879,BU133,CC100948,RS100202,FD207,FN170,PG107286,,,GF133184,,1,Open to revenue and expenditures,      ,6,GIFTS & DISCRETIONARY,51,ENDOWMENT OPERATING,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Academic Operations,,CoEnv | Aquatic and Fishery Sciences (SAFS)| Student Services,,,AS107611,"Scherer, Sam (iamsams)",,,,Janet and David Armstrong SAFS Faculty Endowment for Student Support,,Current Use Gift and Endowment Distribution Fund,,,,Current Use Restricted Gift Resource,,Non-Research Scholarships and Fellowships,UW1861,University of Washington,,College of the Environment,6811,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,ARMSTRONG STUDENT ENW,659879,BU133,CC100948,RS100202,FD207,FN170,PG117481,,,,,1,Open to revenue and expenditures,      ,6,GIFTS & DISCRETIONARY,51,ENDOWMENT OPERATING,No,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Academic Operations,,CoEnv | Aquatic and Fishery Sciences (SAFS) |ARMSTRONG - Aid Funds,,,,,,,,,,Current Use Gift and Endowment Distribution Fund,,,,Current Use Restricted Gift Resource,,Non-Research Scholarships and Fellowships,UW1861,University of Washington,,College of the Environment,69135,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,ARMSTRONG STUDENT ENW,659879,BU133,CC100948,RS100202,FD207,FN170,PG117577,,,,,1,Open to revenue and expenditures,      ,6,GIFTS & DISCRETIONARY,51,ENDOWMENT OPERATING,No,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Academic Operations,,CoEnv | Aquatic and Fishery Sciences (SAFS) | Armstrong Student Enw - Aid Funds,,,,,,,,,,Current Use Gift and Endowment Distribution Fund,,,,Current Use Restricted Gift Resource,,Non-Research Scholarships and Fellowships,UW1861,University of Washington,,College of the Environment,69136,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,MEKONG ACOUSTICS,661698,BU133,CC100950,RS100185,FD200,FN110,PG107618,GR020700,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,13,OTHER GRANTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Horne, J.",,,AS105882,"Horne, John K (jhorne)",,MEKONG ACOUSTICS - 66-1698 - 2021,,,,Grant Fund,,,,Federal Pass Through Grant Resource,,Research: Basic,UW1861,University of Washington,,College of the Environment,6607,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,PSEMP 2022-23,661862,BU133,CC100950,RS100370,FD200,FN120,PG107301,GR020765,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,32,COST REIMB/CONTRACTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Toft, Jason",,,,,,PSEMP 2022-23 - 66-1862 - 2021,,,,Grant Fund,,,,Washington State Grant Resource,,Public Service,UW1861,University of Washington,,College of the Environment,59752,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,ECCC HANDHELD GUIDE,661912,BU133,CC100950,RS100078,FD200,FN114,PG107278,GR020785,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,31,FIXED PRICE CONTRACTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,CoEnv | Aquatic and Fishery Sciences (SAFS)| COASST,,,,,,ECCC HANDHELD GUIDE - 66-1912 - 2021,,,,Grant Fund,,,,Non-Governmental Grant Resource,,Research: Development,UW1861,University of Washington,,College of the Environment,59753,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,HOMING SALMON IV,662348,BU133,CC100950,RS100079,FD200,FN111,PG107266,GR020968,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,13,OTHER GRANTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Quinn, T.",,,AS107591,"Quinn, Thomas P. (tquinn)",,HOMING SALMON IV - 66-2348 - 2021,,,,Grant Fund,,,,State and Local Grant Resource,,Research: Applied,UW1861,University of Washington,,College of the Environment,6647,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,PWS HERRING FY22-31,663161,BU133,CC100950,RS100185,FD200,FN111,PG107257,GR021311,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,13,OTHER GRANTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Branch, T.",,,,,,PWS HERRING FY22-31 - 66-3161 - 2021,,,,Grant Fund,,,,Federal Pass Through Grant Resource,,Research: Applied,UW1861,University of Washington,,College of the Environment,59770,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,DNR BULL KELP,663255,BU133,CC100950,RS100370,FD200,FN110,PG107263,GR021344,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,32,COST REIMB/CONTRACTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Padilla Gamino, J.",,,AS105822,"Padilla Gamino, Jacqueline (jpgamino)",,DNR BULL KELP - 66-3255 - 2021,,,,Grant Fund,,,,Washington State Grant Resource,,Research: Basic,UW1861,University of Washington,,College of the Environment,6628,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,PSI EELGRASS,663328,BU133,CC100950,RS100078,FD200,FN110,PG107301,GR021373,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,13,OTHER GRANTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Toft, Jason",,,AS105872,"Toft, Jason D. (tofty)",,PSI EELGRASS - 66-3328 - 2021,,,,Grant Fund,,,,Non-Governmental Grant Resource,,Research: Basic,UW1861,University of Washington,,College of the Environment,6918,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,HILBORN SURPLUS,663787,BU133,CC100949,RS100184,FD108,FN130,PG107261,,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,34,FIXED PRICE SURPLUS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research Administration and Support,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Hilborn, R.",,,AS107514,"Hilborn, Ray (rayh)",,,,,,Designated Contract Fund,,,,Award Residual Balance Resource,,Academic Support,UW1861,University of Washington,,College of the Environment,6597,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,SHORELINE TOOLBOX,664259,BU133,CC100950,RS100371,FD200,FN111,PG107617,GR021797,,,,3,"Closed to all expenditures and revenue, but allows for JVs",      ,5,GRANTS AND CONTRACTS,13,OTHER GRANTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,CoEnv | Aquatic and Fishery Sciences (SAFS) | COOP,,,AS105877,"Converse, Sarah J (sconver)",,SHORELINE TOOLBOX - 66-4259 - 2021,,,,Grant Fund,,,,Washington State Federal Pass Through Grant Resource,,Research: Applied,UW1861,University of Washington,,College of the Environment,6738,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,GEODUCK-HATCH,664313,BU133,CC100950,RS100078,FD200,FN110,PG107267,GR021822,,,,3,"Closed to all expenditures and revenue, but allows for JVs",      ,5,GRANTS AND CONTRACTS,13,OTHER GRANTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Roberts, S.",,,AS105876,"Roberts, Steven (sr320)",,GEODUCK-HATCH - 66-4313 - 2021,,,,Grant Fund,,,,Non-Governmental Grant Resource,,Research: Basic,UW1861,University of Washington,,College of the Environment,6656,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,GEODUCK-HATCH,664313,BU133,CC100950,RS100078,FD200,FN110,,GR021822,,,,3,"Closed to all expenditures and revenue, but allows for JVs",      ,5,GRANTS AND CONTRACTS,13,OTHER GRANTS,No,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,,,,,,,GEODUCK-HATCH - 66-4313 - 2021,,,,Grant Fund,,,,Non-Governmental Grant Resource,,Research: Basic,UW1861,University of Washington,,College of the Environment,39992,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,GREEN CRAB MGMT,664466,BU133,CC100950,RS100370,FD200,FN111,PG107617,GR021910,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,32,COST REIMB/CONTRACTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,CoEnv | Aquatic and Fishery Sciences (SAFS) | COOP,,,AS105877,"Converse, Sarah J (sconver)",,GREEN CRAB MGMT - 66-4466 - 2021,,,,Grant Fund,,,,Washington State Grant Resource,,Research: Applied,UW1861,University of Washington,,College of the Environment,6739,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,HOT COLD SPOTS,664478,BU133,CC100950,RS100370,FD200,FN111,PG107617,GR021920,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,13,OTHER GRANTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,CoEnv | Aquatic and Fishery Sciences (SAFS) | COOP,,,AS105877,"Converse, Sarah J (sconver)",,HOT COLD SPOTS - 66-4478 - 2021,,,,Grant Fund,,,,Washington State Grant Resource,,Research: Applied,UW1861,University of Washington,,College of the Environment,6741,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,SCHNEIDER SPRINGS,664548,BU133,CC100950,RS100370,FD200,FN111,PG107617,GR021961,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,42,COOPERATIVE AGREEMENTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,CoEnv | Aquatic and Fishery Sciences (SAFS) | COOP,,,,,,SCHNEIDER SPRINGS - 66-4548 - 2021,,,,Grant Fund,,,,Washington State Grant Resource,,Research: Applied,UW1861,University of Washington,,College of the Environment,59779,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,KING COUNTY ZOOPLANKTO,664903,BU133,CC100950,RS100079,FD200,FN120,PG107269,GR022173,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,32,COST REIMB/CONTRACTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Schindler, D.",,,AS105864,"Schindler, Daniel E. (deschind)",,KING COUNTY ZOOPLANKTO - 66-4903 - 2021,,,,Grant Fund,,,,State and Local Grant Resource,,Public Service,UW1861,University of Washington,,College of the Environment,6663,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,SHORELINE PROCESS,664905,BU133,CC100950,RS100371,FD200,FN111,PG107617,GR022174,,,,3,"Closed to all expenditures and revenue, but allows for JVs",      ,5,GRANTS AND CONTRACTS,13,OTHER GRANTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,CoEnv | Aquatic and Fishery Sciences (SAFS) | COOP,,,AS105877,"Converse, Sarah J (sconver)",,SHORELINE PROCESS - 66-4905 - 2021,,,,Grant Fund,,,,Washington State Federal Pass Through Grant Resource,,Research: Applied,UW1861,University of Washington,,College of the Environment,6742,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,PACKARD RH SUB 2,664937,BU133,CC100950,RS100078,FD200,FN111,PG107261,GR022192,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,13,OTHER GRANTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Hilborn, R.",,,AS107514,"Hilborn, Ray (rayh)",,PACKARD RH SUB 2 - 66-4937 - 2021,,,,Grant Fund,,,,Non-Governmental Grant Resource,,Research: Applied,UW1861,University of Washington,,College of the Environment,6599,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,HABITAT SENSITIVITY,665365,BU133,CC100950,RS100371,FD200,FN111,PG107617,GR022420,,,,3,"Closed to all expenditures and revenue, but allows for JVs",      ,5,GRANTS AND CONTRACTS,14,FIXED PRICE GRANTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,CoEnv | Aquatic and Fishery Sciences (SAFS) | COOP,,,AS105877,"Converse, Sarah J (sconver)",,HABITAT SENSITIVITY - 66-5365 - 2021,,,,Grant Fund,,,,Washington State Federal Pass Through Grant Resource,,Research: Applied,UW1861,University of Washington,,College of the Environment,6743,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,GOA ECOSYSTEM DRIVERS,665689,BU133,CC100950,RS100185,FD200,FN111,PG107265,GR022619,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,13,OTHER GRANTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Punt, A.",,,AS105879,"Punt, Andre E (aepunt)",,GOA ECOSYSTEM DRIVERS - 66-5689 - 2021,,,,Grant Fund,,,,Federal Pass Through Grant Resource,,Research: Applied,UW1861,University of Washington,,College of the Environment,6640,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,MRC DEAD BIRD INTERNS,666049,BU133,CC100950,RS100079,FD200,FN111,PG107278,GR022868,,,,3,"Closed to all expenditures and revenue, but allows for JVs",      ,5,GRANTS AND CONTRACTS,32,COST REIMB/CONTRACTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,CoEnv | Aquatic and Fishery Sciences (SAFS)| COASST,,,,,,MRC DEAD BIRD INTERNS - 66-6049 - 2021,,,,Grant Fund,,,,State and Local Grant Resource,,Research: Applied,UW1861,University of Washington,,College of the Environment,59785,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,BLUE WHALE MOVEMENTS,666060,BU133,CC100950,RS100078,FD200,FN111,PG107257,GR022877,,,,3,"Closed to all expenditures and revenue, but allows for JVs",      ,5,GRANTS AND CONTRACTS,14,FIXED PRICE GRANTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Branch, T.",,,AS105878,"Branch, Trevor A. (tbranch)",,BLUE WHALE MOVEMENTS - 66-6060 - 2021,,,,Grant Fund,,,,Non-Governmental Grant Resource,,Research: Applied,UW1861,University of Washington,,College of the Environment,6583,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,PSC-MRC INTERNS,666317,BU133,CC100950,RS100079,FD200,FN111,PG107278,GR023039,,,,3,"Closed to all expenditures and revenue, but allows for JVs",      ,5,GRANTS AND CONTRACTS,13,OTHER GRANTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,CoEnv | Aquatic and Fishery Sciences (SAFS)| COASST,,,,,,PSC-MRC INTERNS - 66-6317 - 2021,,,,Grant Fund,,,,State and Local Grant Resource,,Research: Applied,UW1861,University of Washington,,College of the Environment,59787,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,APU BB FORESCASTING,666967,BU133,CC100950,RS100078,FD200,FN111,PG107261,GR023502,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,13,OTHER GRANTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Hilborn, R.",,,AS107514,"Hilborn, Ray (rayh)",,APU BB FORESCASTING - 66-6967 - 2021,,,,Grant Fund,,,,Non-Governmental Grant Resource,,Research: Applied,UW1861,University of Washington,,College of the Environment,6600,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,YOLO DIETS SUPP 6,667323,BU133,CC100950,RS100079,FD200,FN110,PG107301,GR023727,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,32,COST REIMB/CONTRACTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Toft, Jason",,,AS105872,"Toft, Jason D. (tofty)",,YOLO DIETS SUPP 6 - 66-7323 - 2021,,,,Grant Fund,,,,State and Local Grant Resource,,Research: Basic,UW1861,University of Washington,,College of the Environment,6920,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,LCEP AEP/EMP 8,667390,BU133,CC100950,RS100185,FD200,FN110,PG107301,GR023767,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,32,COST REIMB/CONTRACTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Toft, Jason",,,,,,LCEP AEP/EMP 8 - 66-7390 - 2021,,,,Grant Fund,,,,Federal Pass Through Grant Resource,,Research: Basic,UW1861,University of Washington,,College of the Environment,65328,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,FOREST-SNOW ANALYSIS,667427,BU133,CC100950,RS100370,FD200,FN111,,GR023790,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,42,COOPERATIVE AGREEMENTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,,,,,,,FOREST-SNOW ANALYSIS - 66-7427 - 2021,,,,Grant Fund,,,,Washington State Grant Resource,,Research: Applied,UW1861,University of Washington,,College of the Environment,65737,6/28/2023 8:28:39
